Product_ID,Store_ID,Product_Name,Category,Units_On_Hand,Reorder_Level,Safety_Stock,Shelf_Life,Supplier_ID,Unit_Cost,Lead_Time_Days,MOQ,City,Store_Type,Region,Units_Sold,Price,Annual_Sales_Value,Cumulative_Sales,Cumulative_Percent,ABC_Class,Inventory_Turnover,DOH,Annual_Demand,Holding_Cost,EOQ,Daily_Demand,Lead_Time_Demand,Reorder_Point,Stockout_Risk,Overstocked
1099,19,Product_1099,Personal Care,90,71,33,174,502,477.43,14,84,Kolkata,Rural,East,953,325.8259794,310512.1584,310512.1584,0.041467903,A,10.47252747,34.85306221,953,47.743,141.2835497,2.610958904,36.55342466,69.55342466,FALSE,FALSE
1099,20,Product_1099,Packaged Food,173,83,40,185,502,477.43,14,84,Bangalore,Urban,West,953,325.8259794,310512.1584,621024.3167,0.082935807,A,5.477011494,66.64206091,953,47.743,141.2835497,2.610958904,36.55342466,76.55342466,FALSE,FALSE
1099,5,Product_1099,Packaged Food,142,53,25,33,502,477.43,14,84,Bangalore,Rural,West,953,325.8259794,310512.1584,931536.4751,0.12440371,A,6.664335664,54.76906787,953,47.743,141.2835497,2.610958904,36.55342466,61.55342466,FALSE,FALSE
1099,6,Product_1099,Beverages,109,98,37,230,502,477.43,14,84,Kolkata,Rural,East,953,325.8259794,310512.1584,1242048.633,0.165871614,A,8.663636364,42.1300668,953,47.743,141.2835497,2.610958904,36.55342466,73.55342466,FALSE,FALSE
1099,7,Product_1099,Beverages,16,77,19,38,502,477.43,14,84,Chennai,Suburban,East,953,325.8259794,310512.1584,1552560.792,0.207339517,A,56.05882353,6.511016677,953,47.743,141.2835497,2.610958904,36.55342466,55.55342466,TRUE,FALSE
1099,8,Product_1099,Personal Care,193,81,28,110,502,477.43,14,84,Chennai,Rural,West,953,325.8259794,310512.1584,1863072.95,0.248807421,A,4.912371134,74.30205231,953,47.743,141.2835497,2.610958904,36.55342466,64.55342466,FALSE,FALSE
1099,9,Product_1099,Personal Care,54,47,47,141,502,477.43,14,84,Ahmedabad,Suburban,West,953,325.8259794,310512.1584,2173585.108,0.290275324,A,17.32727273,21.06504556,953,47.743,141.2835497,2.610958904,36.55342466,83.55342466,TRUE,FALSE
1099,10,Product_1099,Personal Care,177,84,12,236,502,477.43,14,84,Mumbai,Suburban,West,953,325.8259794,310512.1584,2484097.267,0.331743227,A,5.353932584,68.17405944,953,47.743,141.2835497,2.610958904,36.55342466,48.55342466,FALSE,FALSE
1099,11,Product_1099,Beverages,20,56,24,235,502,477.43,14,84,Bangalore,Rural,West,953,325.8259794,310512.1584,2794609.425,0.373211131,A,45.38095238,8.043020263,953,47.743,141.2835497,2.610958904,36.55342466,60.55342466,TRUE,FALSE
1099,12,Product_1099,Personal Care,119,28,48,54,502,477.43,14,84,Ahmedabad,Suburban,West,953,325.8259794,310512.1584,3105121.584,0.414679034,A,7.941666667,45.96006805,953,47.743,141.2835497,2.610958904,36.55342466,84.55342466,FALSE,FALSE
1099,13,Product_1099,Beverages,120,83,17,209,502,477.43,14,84,Bangalore,Rural,East,953,325.8259794,310512.1584,3415633.742,0.456146938,A,7.876033058,46.34306813,953,47.743,141.2835497,2.610958904,36.55342466,53.55342466,FALSE,FALSE
1099,14,Product_1099,Packaged Food,111,95,18,167,502,477.43,14,84,Bangalore,Rural,West,953,325.8259794,310512.1584,3726145.9,0.497614841,A,8.508928571,42.89606711,953,47.743,141.2835497,2.610958904,36.55342466,54.55342466,FALSE,FALSE
1099,15,Product_1099,Beverages,61,79,40,176,502,477.43,14,84,Kolkata,Urban,North,953,325.8259794,310512.1584,4036658.059,0.539082744,A,15.37096774,23.74604961,953,47.743,141.2835497,2.610958904,36.55342466,76.55342466,TRUE,FALSE
1099,16,Product_1099,Personal Care,37,25,24,250,502,477.43,14,84,Chennai,Rural,South,953,325.8259794,310512.1584,4347170.217,0.580550648,A,25.07894737,14.55403407,953,47.743,141.2835497,2.610958904,36.55342466,60.55342466,TRUE,FALSE
1099,17,Product_1099,Personal Care,172,24,23,82,502,477.43,14,84,Hyderabad,Urban,West,953,325.8259794,310512.1584,4657682.375,0.622018551,A,5.50867052,66.25906125,953,47.743,141.2835497,2.610958904,36.55342466,59.55342466,FALSE,FALSE
1099,18,Product_1099,Beverages,61,42,28,245,502,477.43,14,84,Kolkata,Rural,West,953,325.8259794,310512.1584,4968194.534,0.663486455,A,15.37096774,23.74604961,953,47.743,141.2835497,2.610958904,36.55342466,64.55342466,TRUE,FALSE
1099,21,Product_1099,Beverages,63,47,31,85,502,477.43,14,84,Pune,Urban,West,953,325.8259794,310512.1584,5278706.692,0.704954358,A,14.890625,24.51205069,953,47.743,141.2835497,2.610958904,36.55342466,67.55342466,TRUE,FALSE
1099,2,Product_1099,Packaged Food,42,40,12,60,502,477.43,14,84,Hyderabad,Urban,West,953,325.8259794,310512.1584,5589218.85,0.746422262,A,22.1627907,16.46903769,953,47.743,141.2835497,2.610958904,36.55342466,48.55342466,TRUE,FALSE
1099,22,Product_1099,Personal Care,132,73,17,249,502,477.43,14,84,Chennai,Rural,West,953,325.8259794,310512.1584,5899731.009,0.787890165,A,7.165413534,50.93906847,953,47.743,141.2835497,2.610958904,36.55342466,53.55342466,FALSE,FALSE
1099,23,Product_1099,Packaged Food,46,95,34,131,502,477.43,14,84,Mumbai,Suburban,East,953,325.8259794,310512.1584,6210243.167,0.829358068,A,20.27659574,18.00104044,953,47.743,141.2835497,2.610958904,36.55342466,70.55342466,TRUE,FALSE
1099,24,Product_1099,Personal Care,104,70,43,153,502,477.43,14,84,Kolkata,Urban,West,953,325.8259794,310512.1584,6520755.325,0.870825972,A,9.076190476,40.21506587,953,47.743,141.2835497,2.610958904,36.55342466,79.55342466,FALSE,FALSE
1099,25,Product_1099,Packaged Food,76,27,22,257,502,477.43,14,84,Hyderabad,Suburban,South,953,325.8259794,310512.1584,6831267.484,0.912293875,A,12.37662338,29.49105697,953,47.743,141.2835497,2.610958904,36.55342466,58.55342466,FALSE,FALSE
1099,26,Product_1099,Beverages,20,26,35,108,502,477.43,14,84,Pune,Suburban,East,953,325.8259794,310512.1584,7141779.642,0.953761779,A,45.38095238,8.043020263,953,47.743,141.2835497,2.610958904,36.55342466,71.55342466,TRUE,FALSE
1099,27,Product_1099,Packaged Food,41,42,47,364,502,477.43,14,84,Pune,Suburban,South,953,325.8259794,310512.1584,7452291.8,0.995229682,A,22.69047619,16.08603698,953,47.743,141.2835497,2.610958904,36.55342466,83.55342466,TRUE,FALSE
1099,28,Product_1099,Packaged Food,103,35,41,322,502,477.43,14,84,Mumbai,Urban,East,953,325.8259794,310512.1584,7762803.959,1.036697586,A,9.163461538,39.83206566,953,47.743,141.2835497,2.610958904,36.55342466,77.55342466,FALSE,FALSE
1099,29,Product_1099,Beverages,147,65,11,148,502,477.43,14,84,Kolkata,Suburban,West,953,325.8259794,310512.1584,8073316.117,1.078165489,A,6.439189189,56.68406727,953,47.743,141.2835497,2.610958904,36.55342466,47.55342466,FALSE,FALSE
1099,30,Product_1099,Personal Care,93,82,12,140,502,477.43,14,84,Hyderabad,Urban,South,953,325.8259794,310512.1584,8383828.275,1.119633392,A,10.13829787,36.00206312,953,47.743,141.2835497,2.610958904,36.55342466,48.55342466,FALSE,FALSE
1099,31,Product_1099,Packaged Food,0,41,38,249,502,477.43,14,84,Chennai,Suburban,East,953,325.8259794,310512.1584,8694340.434,1.161101296,A,953,0.383001045,953,47.743,141.2835497,2.610958904,36.55342466,74.55342466,TRUE,FALSE
1099,32,Product_1099,Packaged Food,172,25,10,306,502,477.43,14,84,Delhi,Rural,North,953,325.8259794,310512.1584,9004852.592,1.202569199,A,5.50867052,66.25906125,953,47.743,141.2835497,2.610958904,36.55342466,46.55342466,FALSE,FALSE
1099,33,Product_1099,Packaged Food,3,22,39,316,502,477.43,14,84,Hyderabad,Rural,West,953,325.8259794,310512.1584,9315364.751,1.244037103,A,238.25,1.532004133,953,47.743,141.2835497,2.610958904,36.55342466,75.55342466,TRUE,FALSE
1099,34,Product_1099,Beverages,19,73,49,300,502,477.43,14,84,Mumbai,Urban,East,953,325.8259794,310512.1584,9625876.909,1.285505006,A,47.65,7.660019379,953,47.743,141.2835497,2.610958904,36.55342466,85.55342466,TRUE,FALSE
1099,35,Product_1099,Beverages,150,71,11,342,502,477.43,14,84,Pune,Rural,North,953,325.8259794,310512.1584,9936389.067,1.32697291,A,6.311258278,57.83306681,953,47.743,141.2835497,2.610958904,36.55342466,47.55342466,FALSE,FALSE
